unqiue_id	response
2018AandA...615A..61C__Gladders_et_al._2013_Instance_1	"{
""Task"": [""star formation history"", ""recovering SFH through SED modeling"", ""understand the origin of the scatter of the MS""],
""Material"": [""galaxies"", ""spectral energy distribution (SED)"", ""library"", ""Virgo cluster"", ""local galaxies"", ""ultraviolet (UV) rest frame"", ""near-IR data""],
""Technique"": [""SED modeling"", ""SFH parametrizations"", ""broadband SED fitting"", ""analytical SFH""],
""Process"": [""modeling galaxies properties"", ""constraining SFH parameters"", ""broad-band SED fitting""],
""Measure"": [""age of the galaxy"", ""scatter of the MS"", ""precision"", ""SFRs"", ""amplitude of the flexibility""],
""Concept"": [""star formation activity"", ""ram pressure stripping"", ""main sequence (MS)""]
}"
2020ApJ...898...52M__Dobbs_et_al._2014_Instance_1	"Here is the output in JSON format:

{
""Task"": [""star formation""],
""Material"": [""ISM"", ""GMCs"", ""gas"", ""stellar system""],
""Technique"": [""idealized simulations"", ""numerical simulations""],
""Process"": [""cloud formation"", ""destruction"", ""turbulence driving"", ""gravitational collapse"", ""star formation""],
""Concept"": [""turbulence"", ""thermal pressure"", ""magnetic pressure"", ""atomic phase"", ""molecular phase"", ""epicyclic motion"", ""shear"", ""gravitational instabilities"", ""magnetorotational instability"", ""spiral shocks"", ""turbulent crossing"", ""freefall times""],
""Measure"": [""turbulent amplitude"", ""scale height"", ""supersonic amplitudes""]
}"
2022ApJ...926...21B__Brown_et_al._2011_Instance_1	"{
""Task"": [""systematic parametric study of solar-like star dynamos"", ""characterize energy transfers""],
""Material"": [""stellar spectral types"", ""solar-like stars"", ""convection zone"", ""supercomputers""],
""Technique"": [""2.5D mean-field dynamo approach"", ""3D magnetohydrodynamic (MHD) simulations"", ""global 3D MHD simulations"", ""MHD anelastic spherical harmonic code (ASH)""],
""Process"": [""dynamo mechanism"", ""nonlinear global convective dynamos"", ""energy transfers""],
""Measure"": [""Rossby number"", ""magnetic temporal variability"", ""stellar dynamo cycle period"", ""luminosity"", ""magnetic energy""],
""Concept"": [""stellar magnetism"", ""deep convection zone"", ""toroidal field"", ""stellar activity cycle"", ""convective dynamos"", ""mean flows""]
}"
2021AandA...655A.111K__Rojas-Arriagada_et_al._(2019)_Instance_1	"{
""Task"": [""metallicity-alpha-element distribution"", ""radial and vertical dependences""],
""Material"": [""samples"", ""APOGEE DR16 alpha elements"", ""stars""],
""Technique"": [],
""Process"": [],
""Measure"": [""metallicity"", ""alpha-element abundance"", ""scale height"", ""kinematics"", ""age properties""],
""Concept"": [""thick disc"", ""thin disc"", ""Galactic plane"", ""bulge/bar area"", ""chemical tracks""]
}"
2017AandA...604A..80M__Propris_et_al._(2013)_Instance_2	"{
""Task"": [""evolution of the faint end slope""],
""Material"": [""HST"", ""Subaru"", ""CLASH data"", ""EDisCS results""],
""Technique"": [],
""Process"": [],
""Measure"": [""faint end slope"", ""α"", ""σ"", ""magnitude limit"", ""surface brightness selection effects""],
""Concept"": [""redshift"", ""faint end"", ""RS faint end"", ""RS GLF"", ""surface brightness selection effects"", ""clusters""]
}"
2015AandA...576A..26K__Hathaway_&_Rightmire_2010_Instance_1	"{
""Task"": [""activity cycles"", ""modulation of the flow""],
""Material"": [""Run A"", ""magnetic field"", ""meridional circulation"", ""rotation rate""],
""Technique"": [],
""Process"": [],
""Measure"": [""linear correlation coefficient"", ""correlation coefficients""],
""Concept"": [""dynamo-generated magnetic fields"", ""Lorentz force"", ""differential rotation""]
}"
2021MNRAS.508..637S__Pereira,_Bryan_&_Gill_2008_Instance_1	"{
""Task"": [""NLA analysis"", ""galaxy bias"", ""halo IA power spectra""],
""Material"": [""satellite/central disaggregated data vectors"", ""Fig. 15""],
""Technique"": [""NLA""],
""Process"": [""large scale fits""],
""Measure"": [""amplitude of large-scale central alignments"", ""σ""],
""Concept"": [""halo"", ""density tracer"", ""tidal torque"", ""radial alignments"", ""large-scale structure"", ""anisotropy"", ""IA signal""]
}"
2021AandA...652A.117B__Rieder_&_Kenworthy_2016_Instance_1	"{
""Task"": [""detecting ring systems around exoplanets and substellar objects""],
""Material"": [""ring systems"", ""gas giants"", ""minor planets"", ""exoplanets"", ""substellar objects"", ""star systems"", ""dark disk-like structure"", ""J1407 system"", ""1SWASP J140747.93-394 542.6"", ""Sco-Cen OB association"", ""Sun""],
""Technique"": [],
""Process"": [],
""Measure"": [""optical depths"", ""magnitudes"", ""mass"", ""radius"", ""tidal disruption radius"", ""Hill sphere"", ""orbital eccentricity"", ""radial velocity measurements""],
""Concept"": [""ring-like structure"", ""exoring system"", ""orbital plane"", ""chromospheric noise"", ""substellar companion"", ""pre-main-sequence star"", ""spectral type""]
}"
2015ApJ...805..115V__Robitaille_et_al._2006_Instance_1_744	"{
""Task"": [""classify the bursts""],
""Material"": [""envelope"", ""disk"", ""core"", ""young stellar object"", ""submillimeter luminosities"", ""effective temperatures""],
""Technique"": [""classification scheme"", ""algorithm""],
""Process"": [""define the boundary"", ""disentangle the disk and infalling envelope""],
""Measure"": [""remaining mass"", ""initial core mass"", ""envelope mass"", ""disk-to-envelope transition density"", ""velocity field"", ""submillimeter luminosity"", ""effective temperature""],
""Concept"": [""embedded phase"", ""optically visible phase"", ""Class II"", ""Class 0"", ""Class I"", ""physical stages"", ""observational classes"", ""geometry"", ""extinction""]
}"
2022MNRAS.514.1169A__Fisher_et_al._1995_Instance_1_669	"{
""Task"": [""RSDs"", ""distinguishing continuum foregrounds from line signal"", ""capturing redshift-dependent change over cosmological time""],
""Material"": [""BOSS"", ""21-cm data"", ""EoR"", ""simulated data""],
""Technique"": [""SHT"", ""P(k) analysis"", ""spherical Fourier-Bessel decomposition"", ""SFB"", ""MAPS"", ""MCMC likelihood analysis""],
""Process"": [""spherical harmonic decomposition"", ""Fourier-Bessel transform"", ""data-compression along the line-of-sight""],
""Measure"": [""error bars on model parameters""],
""Concept"": [""deep surveys"", ""large-angle surveys"", ""wide-angle surveys"", ""flat-sky approximation"", ""translational invariance"", ""structure growth"", ""star formation rate"", ""redshift evolution"", ""cosmological distances"", ""cosmological model"", ""cosmological parameters"", ""line-of-sight modes"", ""continuum foregrounds"", ""line signal""]
}"
2017ApJ...839...72A__Emsellem_et_al._1994_Instance_1	"{
""Task"": [""dynamical modeling"", ""measuring supermassive BH masses""],
""Material"": [""UCDs"", ""kinematic data"", ""mass model"", ""light profile"", ""MGEs"", ""PSF""],
""Technique"": [""Jeans Anisotropic Models"", ""JAM method"", ""dynamical modeling process"", ""deprojecting"", ""MGE formalism"", ""axisymmetric anisotropic Jeans equations"", ""Schwarzschild""],
""Process"": [""constructing a three-dimensional mass model"", ""constructing a gravitational potential"", ""solving the axisymmetric anisotropic Jeans equations"", ""integrating along the LOS"", ""convolving with the PSF""],
""Measure"": [""velocity dispersion"", ""anisotropy"", ""βz"", ""σz"", ""σR"", ""surface brightness profiles"", ""central dispersion peaks""],
""Concept"": [""radial dispersion profiles"", ""velocity ellipsoid"", ""cylindrical coordinate system"", ""supermassive BH"", ""BH mass-anisotropy degeneracy"", ""orbital distribution"", ""anisotropy"", ""luminosity profile"", ""mass profile""]
}"
2020ApJ...901....8B__Müller-Mellin_et_al._1995_Instance_1_869	"{
""Task"": [""galactic hydrogen spectra"", ""particle transport""],
""Material"": [""HEPD data"", ""SOHO/EPHIN spacecraft""],
""Technique"": [""HelMod model""],
""Process"": [""simulation"", ""rigidity cutoff selection""],
""Measure"": [""statistical uncertainties"", ""systematic uncertainties"", ""energy profiles"", ""proton fluxes""],
""Concept"": [""heliosphere"", ""solar activity"", ""Sun magnetic field"", ""nuclei fragmentation"", ""sub-cutoff protons""]
}"
2019ApJ...879...52S__Wei_et_al._2010_Instance_1	"Here is the output in JSON format:

{
""Task"": [""resolved multiwavelength analyses"", ""evaluating where high-redshift galaxies fall on the true surface density version of the Schmidt-Kennicutt relation""],
""Material"": [""CO observations"", ""galaxies"", ""star formation and gas tracers""],
""Technique"": [""pixel-by-pixel basis"", ""averaging over the entire galaxy"", ""using total luminosities""],
""Process"": [""comparing studies"", ""characterizing the Schmidt-Kennicutt relation"", ""determining SFRs and gas masses""],
""Measure"": [""Schmidt-Kennicutt relation"", ""power-law index"", ""star formation efficiency (SFE)"", ""ΣSFR"", ""Σgas""],
""Concept"": [""star formation"", ""gas mass surface densities"", ""supply-limited star formation"", ""cloud-cloud collisions"", ""total gas freefall collapse times""]
}"
2017ApJ...835..246Y__Yoon_&_Seough_2014_Instance_1_749	"{
""Task"": [""analysis of the solar wind""],
""Material"": [""proton temperatures"", ""plasma"", ""magnetic field""],
""Technique"": [""macroscopic-kinetic model"", ""adiabatic dispersion relation"", ""wave kinetic equation"", ""quasilinear theory""],
""Process"": [""treating the particle aspect"", ""solving the adiabatic dispersion relation and wave kinetic equation"", ""determining the local dispersion relation"", ""solving the wave kinetic equation""],
""Concept"": [""collisional dissipation"", ""self-consistent manner"", ""cyclotron frequency"", ""plasma frequency"", ""perturbed electric field"", ""unstable transverse mode"", ""right/left-hand circular polarization""],
""Measure"": [""velocity diffusion coefficient tensor"", ""complex angular frequency"", ""ambient magnetic field intensity"", ""speed of light in vacuo"", ""ambient plasma density"", ""spectral electric field wave energy density""]
}"
2019MNRAS.485.4841R__Creminelli_et_al._2010_Instance_2	"{
""Task"": [""predicting the number density of haloes""],
""Material"": [""Gaussian density field"", ""spherical overdense region"", ""linear power spectrum of density fluctuations"", ""matter power spectrum""],
""Technique"": [""Press-Schechter mass function"", ""Sheth-Tormen fitting formula""],
""Process"": [""obtaining the value of σ"", ""calculating the number density of virialized haloes"", ""considering the contribution of perturbated DE components to the total mass of the haloes""],
""Measure"": [""number density of virialized haloes"", ""σ8"", ""mass of dark matter"", ""mass of DE component"", ""ratio of DE mass to be taken into account with respect to the mass of dark matter""],
""Concept"": [""haloes"", ""dark matter"", ""dark energy"", ""cosmology"", ""virialization"", ""perturbations"", ""ΛCDM"", ""homogeneous and clustered DE scenarios""]
}"
2020MNRAS.493.3045B__Jaisawal_&_Naik_2015a_Instance_3	"{
""Task"": [""probe cyclotron line feature""],
""Material"": [""NuSTAR data"", ""SUZAKU data""],
""Technique"": [""NPEX model"", ""cutoffpl models"", ""powerlaw"", ""npex"", ""gaus"", ""ftest task"", ""xspec""],
""Process"": [""fitting"", ""adding Gaussian absorption model""],
""Measure"": [""χ2/d.o.f"", ""F value"", ""chance probability"", ""flux""],
""Concept"": [""cyclotron line"", ""continuum"", ""photon index"", ""cutoff energies"", ""absorption line"", ""line energy"", ""line width"", ""line depth""]
}"
2021MNRAS.504..444C__Russell_et_al._2020b_Instance_1	"{
""Task"": [""visualize the jet behaviour"", ""conclude on the origin of the radio emission""],
""Material"": [""radio light curve"", ""Fig. 10"", ""Fig. 2"", ""MeerKAT observation"", ""ATCA""],
""Technique"": [],
""Process"": [""transition between the optically thick and the optically thin regimes of synchrotron radio emission"", ""jet break evolves through the radio band""],
""Measure"": [""flux density"", ""mJy level""],
""Concept"": [""jet behaviour"", ""outburst"", ""soft state"", ""hard state"", ""compact jet emission"", ""synchrotron radio emission"", ""optically thick regimes"", ""optically thin regimes"", ""discrete ejections"", ""compact object"", ""radio flare""]
}"
2021AandA...655A..22M__Hopkins_et_al._2014_Instance_1_1162	"{
""Task"": [""galactic wind in dwarf galaxy formation"", ""galaxy formation simulations"", ""comparing SN feedback models""],
""Material"": [""ISM"", ""dwarf galaxies"", ""cosmological simulations""],
""Technique"": [""subgrid feedback models"", ""kinetic feedback models"", ""explicit models"", ""mechanical feedback"", ""ISM simulations"", ""cosmological galaxy formation simulations""],
""Process"": [""galactic wind driving"", ""supernova feedback"", ""thermal conduction"", ""star formation"", ""SN explosions""],
""Measure"": [],
""Concept"": [""galactic winds"", ""ISM physics"", ""overcooling problem"", ""superbubbles"", ""thermal conduction"", ""adiabatic phase""]
}"
2021ApJ...916...68B__Chakrabarti_1989_Instance_1	"{
""Task"": [""analysis of the spectral and timing behavior of GRS 1915+105""],
""Material"": [""LAXPC instrument"", ""AstroSat satellite"", ""θ class data""],
""Technique"": [""TCAF paradigm"", ""phabs*(diskbb+power-law) model"", ""TCAF model fitting""],
""Process"": [""spectral analysis"", ""estimating the photon index"", ""model fitting""],
""Measure"": [""photon index (Γ)"", ""photon flux"", ""disk accretion rate"", ""shock location"", ""shock velocity"", ""total flux""],
""Concept"": [""Compton cloud"", ""CENBOL"", ""Keplerian disk rate"", ""sub-Keplerian halo rate"", ""Rankine–Hugoniot conditions"", ""soft-intermediate state (SIMS)"", ""soft state (SS)"", ""microflares"", ""outflow"", ""accretion rate"", ""QPOs""]
}"
2022AandA...659A..21P__Khadka_et_al._2021_Instance_1	"{
""Task"": [""measurement of RBLR""],
""Material"": [""parameters"", ""M"", ""fBLR"", ""ve"", ""R0"", ""quasars""],
""Technique"": [""Eq. (16)"", ""marginalising"", ""spectroscopical reverberation mapping"", ""photometric reverberation mapping"", ""cross-correlation function""],
""Process"": [""deriving the probability density"", ""marginalising on ve and R0"", ""obtaining the measurement of RBLR"", ""taking its 16th, 50th, and 84th percentiles""],
""Measure"": [""posterior probability"", ""relative precision""],
""Concept"": [""parameter space"", ""BLR"", ""Mg II emission lines"", ""Fe II emission lines"", ""Hβ"", ""luminosity–size relation"", ""R-band""]
}"
2021MNRAS.500.2564O__Ziurys_1987_Instance_1	"{
""Material"": [""nucleic acids"", ""nucleotides"", ""ISM"", ""Orion-KL"", ""W51M"", ""Sgr B2"", ""IRC +10216"", ""comet 67P/Churyumov–Gerasimenko"", ""Venus"", ""Murchison meteorite"", ""interstellar ice analogues""],
""Technique"": [""rotational transitions"", ""millimetre waveband observations"", ""ionizing radiation""],
""Concept"": [""astrobiology"", ""interstellar chemistry"", ""phosphorus oxoacids"", ""alkylphosphonic acids"", ""circumstellar envelopes"", ""solar-type star-forming regions"", ""protostars""],
""Measure"": []
}"
2021AandA...649A.142A__Zhang_et_al._2019_Instance_1	"{
""Task"": [""investigated the effects of plasma injection"", ""study the stability of filament threads""],
""Material"": [""plasma"", ""magnetic field lines"", ""prominence plasma"", ""dense thread"", ""chromospheric"", ""coronal part of the tube"", ""magnetic flux tubes""],
""Technique"": [],
""Process"": [""plasma injection"", ""injection process"", ""chromospheric heating"", ""radiative losses"", ""thermal conduction"", ""velocity perturbation""],
""Measure"": [""plasma-β parameter"", ""δ parameter"", ""pressure gradient""],
""Concept"": [""Kippenhahn-Schlüter model"", ""magnetic arcade"", ""prominence mass"", ""filament threads"", ""quasi-vertical flux tubes"", ""thermal and force-balance equilibrium state""]
}"
2015ApJ...808..157M__Nayfeh_1981_Instance_1	"{
""Task"": [""asymptotic reduction"", ""CR propagation problem""],
""Material"": [""Boltzmann equation"", ""hydrodynamic equations"", ""plasmas"", ""gas-mixture""],
""Technique"": [""Chapman–Enskog method"", ""multi-time asymptotic expansion"", ""asymptotic series""],
""Process"": [""expanding operators"", ""eliminating secular terms"", ""introducing a hierarchy of formally independent time variables""],
""Measure"": [""power accuracy"", ""exponential accuracy""],
""Concept"": [""isotropic part"", ""anisotropic part"", ""CR distribution"", ""diffusion operator"", ""eigenfunctions"", ""Legendre polynomials"", ""pitch-angle diffusion coefficient"", ""magnetic focusing"", ""secular terms"", ""telegraph term""]
}"
2017MNRAS.471.3856T__Tempel_et_al._2011_Instance_1	"{
""Task"": [""morphological analysis"", ""kinematical decomposition""],
""Material"": [""galaxies"", ""stellar mass"", ""simulations""],
""Technique"": [""morphology indicators"", ""ETGΔs"", ""LTGΔs"", ""ETGΔt"", ""LTGΔt"", ""ΔSFMS""],
""Process"": [""mergers"", ""galaxy classification"", ""quenching of star formation""],
""Measure"": [""morphology"", ""stellar mass"", ""galaxy population"", ""metallicity gradients""],
""Concept"": [""elliptical galaxies"", ""S0 galaxies"", ""star-forming discs"", ""AGN feedback""]
}"
2021MNRAS.507.2115M__Isanto_&_Polsterer_2018_Instance_1	"{
""Task"": [""classify variable stars"", ""classify galaxies morphologically"", ""determine the redshift of galaxies"", ""connect the properties of galaxies and dark matter haloes""],
""Material"": [""simulated galaxies"", ""stellar spectra"", ""pulsars"", ""high-redshift quasars"", ""galaxy catalogues"", ""Illustris hydrodynamic simulation"", ""Ramses-RT"", ""Mufasa cosmological hydrodynamical simulation"", ""SDSS group catalogue""],
""Technique"": [""ML techniques"", ""Unsupervised learning algorithms"", ""Supervised learning"", ""tree-based methods"", ""simple neural network""],
""Process"": [""train the models"", ""predict several galaxy properties"", ""train a simple neural network"", ""derive halo mass from galaxy properties""],
""Measure"": [""baryon fraction within a dark matter halo"", ""redshift of galaxies""],
""Concept"": [""kinematic components"", ""dark matter haloes"", ""galaxy properties"", ""halo properties"", ""cosmological hydrodynamic simulation""]
}"
2021MNRAS.505.2561C__Michtchenko_et_al._2018_Instance_1	"{
""Task"": [""formation of moving groups""],
""Material"": [""GALAH data"", ""Gaia data"", ""Gaia DR2 data""],
""Technique"": [""N-body simulations""],
""Process"": [""analysis""],
""Measure"": [],
""Concept"": [""open clusters"", ""bar"", ""resonant bar"", ""Magellanic Clouds"", ""gravitational interactions"", ""transient spiral structure"", ""spiral arms"", ""action space"", ""phase-space spiral"", ""Enceladus merger"", ""dwarf galaxies"", ""Milky Way"", ""MW"", ""velocity structures"", ""moving groups"", ""overdensities""]
}"
2021ApJ...915...93L__Magdziarz_&_Zdziarski_1995_Instance_1	"{
""Task"": [""baseline fit""],
""Material"": [""Suzaku observation"", ""XMM-Newton observation"", ""NuSTAR observation"", ""atomic data""],
""Technique"": [""photoionization modeling code CLOUDY"", ""XSPEC notation"", ""pexrav model""],
""Process"": [""addition of an ionized absorption model"", ""modeling"", ""fitting""],
""Measure"": [""Δχ2"", ""reflection fraction"", ""power-law photon index normalization"", ""fluxes"", ""energy"", ""σ""],
""Concept"": [""neutral absorption"", ""ionized absorption"", ""soft excess"", ""FeKα emission line"", ""neutral reflection hump"", ""power-law spectrum"", ""reflection component"", ""reprocessor"", ""Seyfert 1 galaxy"", ""AGNs"", ""O vii emission""]
}"
2020MNRAS.492.5152Z__Samarasinha_&_Mueller_2013_Instance_1_1026	"{
""Task"": [""studying the long-term variations in the nucleus spin state"", ""investigating sublimation torques"", ""exploring the parameter space of orbits, mass-loss function and axis orientations""],
""Material"": [""asteroids"", ""nucleus"", ""3D shape model""],
""Technique"": [""averaging methods"", ""analytical approaches"", ""numerical schemes""],
""Process"": [""obtaining evolutionary equations"", ""investigating the parameter space"", ""performing wobbling rotation excitation and the change in spin states""],
""Measure"": [""CO production rate variation"", ""H2O production rate variation"", ""time-scale of shape modification"", ""time-scale of orientation variation""],
""Concept"": [""YORP effects"", ""outgassing torques"", ""sublimation torque"", ""spin state"", ""mass loss"", ""orbital evolution"", ""shadowing"", ""self-heating"", ""wobbling rotation excitation"", ""chaotic rotation"", ""asymmetry shape"", ""dynamical history""]
}"
2015MNRAS.450.2749G__Brinchmann_et_al._2004_Instance_1	"{
""Task"": [""galaxy evolution"", ""tracing galaxy evolution"", ""understanding physical processes""],
""Material"": [""galaxy surveys"", ""galaxy stellar mass"", ""galaxy properties""],
""Technique"": [],
""Process"": [],
""Measure"": [""star formation rate"", ""specific star formation rate"", ""galaxy stellar mass"", ""galaxy surface mass density"", ""velocity dispersion"", ""quenched fraction"", ""M/R1.5"", ""bulge mass fractions""],
""Concept"": [""cosmic global history"", ""downsizing effect"", ""galaxy histories"", ""galaxy structure"", ""galaxy morphology"", ""galaxy disc"", ""bulge component""]
}"
2019AandA...627A.130D__Broadhurst_et_al._2019_Instance_1	"{
""Task"": [""gravitational-wave astronomy"", ""detection of gravitational waves""],
""Material"": [""LIGO"", ""Virgo"", ""ground-based interferemeters"", ""GW170814 event"", ""galaxy cluster lenses""],
""Technique"": [],
""Process"": [],
""Measure"": [""magnification factors""],
""Concept"": [""gravitational waves"", ""gravitationally lensed events"", ""lensing effects"", ""Schwarszchild radius"", ""geometric optics limit"", ""macromodel"", ""microlenses"", ""neutron stars""]
}"
2021ApJ...920...89C__Aragón-Calvo_et_al._2007_Instance_1	"{
""Task"": [""halo-LSS correlations""],
""Material"": [""twin N-body simulations"", ""halos"", ""dark matter halos""],
""Technique"": [""Hessian matrix method"", ""Cloud-in-Cell (CIC) technique""],
""Process"": [""define the matrix"", ""smoothed density field"", ""smoothing length"", ""test some LSS properties"", ""determine which Rs value should be chosen""],
""Measure"": [""eigenvalues"", ""eigenvectors"", ""cosθ3"", ""Rs""],
""Concept"": [""LSS environment"", ""halo position"", ""density field"", ""LSS properties"", ""environment"", ""eigenvectors"", ""halo spin"", ""major-axis vector""]
}"
2022AandA...658A.188S__Kreckel_et_al._2019_Instance_1	"{
""Technique"": [""PYNEB3"", ""Pilyugin & Grebel (2016) S calibration"", ""unweighted least-square linear fitting"", ""photoionization models"", ""Diaz et al. (1991) calibration""],
""Material"": [""MUSE"", ""Table 1""],
""Measure"": [""Hα/Hβ ratio"", ""extinction-corrected emission line luminosities"", ""gas-phase metallicity O/H"", ""12+log(O/H)"", ""deprojected galactocentric radius"", ""ionization parameter q"", ""[N II]/Hβ"", ""[S II]/Hβ"", ""[O III]/Hβ"", ""[S III](9069+9532)/[S II](6717+6713) line ratio""],
""Process"": [""correcting line fluxes for dust extinction"", ""computing emission line luminosities"", ""estimating gas-phase metallicity"", ""estimating gas ionization parameter"", ""fitting radial metallicity gradient""],
""Concept"": [""dust extinction"", ""reddening law"", ""gas-phase metallicity"", ""gas ionization parameter"", ""nebular temperatures"", ""abundances"", ""galactocentric radius"", ""H II regions"", ""ionizing photon flux density"", ""gas hydrogen density"", ""empty (wind-blown) radius"", ""filling factor"", ""ionizing source""]
}"
2022AandA...663A..70F__Mashonkina_et_al._2007_Instance_1	"{
""Task"": [""identifying features"", ""pointing back to the r-process sites""],
""Material"": [""low metallicity stars"", ""SAGA database"", ""JINA database""],
""Technique"": [""correlation analysis""],
""Process"": [""comparing abundances"", ""looking for correlations""],
""Measure"": [""Eu/Fe ratio"", ""Fe-ejection""],
""Concept"": [""r-process sites"", ""r-process"", ""nucleosynthesis"", ""core-collapse supernovae"", ""actinide-boosted r-process"", ""solar-type r-process"", ""weak r-process"", ""limited r-process"", ""strong r-process""]
}"
2021MNRAS.505.2561C__Hunt_et_al._2018_Instance_1	"{
""Task"": [""formation of moving groups""],
""Material"": [""GALAH data"", ""Gaia data"", ""Gaia DR2 data""],
""Technique"": [""N-body simulations""],
""Process"": [""analysis""],
""Concept"": [""moving groups"", ""open clusters"", ""bar"", ""resonant bar"", ""perturbations"", ""gravitational interactions"", ""transient spiral structure"", ""spiral arms"", ""action space"", ""phase-space spiral"", ""Enceladus merger"", ""dwarf galaxies"", ""dwarf galaxy interactions""],
""Measure"": []
}"
2021AandA...656A..16C__Bruno_&_Carbone_2013_Instance_3_1674	"{
""Task"": [""investigations of the turbulent nature of solar wind fluctuations"", ""description of the turbulent cascade of the solar wind flow"", ""relationship with the small-scale processes""],
""Material"": [""solar wind"", ""space mission"", ""magnetic field"", ""velocity""],
""Technique"": [""spectral analysis"", ""high-order moments analysis"", ""numerical calculation"", ""data analysis techniques""],
""Process"": [""turbulent cascade"", ""nonlinear cascade""],
""Measure"": [""spectra"", ""intermittency"", ""anisotropy"", ""linear third-order moments scaling"", ""turbulent energy cascade rate"", ""cross-helicity""],
""Concept"": [""turbulence"", ""Alfvénic fluctuations"", ""magnetohydrodynamic scales"", ""kinetic scales"", ""three-dimensional measurements""]
}"
2021MNRAS.501.3781R___2017_Instance_2_1778	"{
""Task"": [""study the kinematics of the outflowing gas"", ""study physical properties at the base of the jet""],
""Material"": [""Class 0/I protostars"", ""near-infrared high-resolution spectroscopy"", ""spectroimaging observations""],
""Technique"": [""near-infrared high-resolution spectroscopy"", ""spectroimaging observations""],
""Process"": [""study the kinematics of the outflowing gas"", ""study physical properties at the base of the jet""],
""Measure"": [""mass accretion and loss rates"", ""jet efficiencies"", ""ratio between mass ejection and accretion rates"", ""ratio of the accretion luminosity to bolometric luminosity""],
""Concept"": [""optical jets"", ""bipolar CO molecular outflows"", ""microjets"", ""forbidden emission-line regions"", ""molecular hydrogen emission-line regions"", ""cavity walls"", ""wide-angled wind"", ""accretion diagnostics"", ""Paschen and Brackett hydrogen recombination lines"", ""magnetohydrodynamic jet launching models""]
}"
2021AandA...647A..35B__Dartois_et_al._2018_Instance_1	"Here is the output in JSON format:

{
""Task"": [""gas-to-ice balance"", ""explain astrophysical observations""],
""Material"": [""photons"", ""cosmic rays"", ""icy dust grains"", ""methanol"", ""water-ice matrix"", ""CO2 ice"", ""CO ice"", ""pure methanol ice"", ""H2 CO"", ""CH3 OH ices"", ""water substrates""],
""Technique"": [""photodesorption"", ""heavy ion irradiations"", ""UV photodesorption"", ""sputtering""],
""Process"": [""ejection"", ""desorption"", ""chemical desorption""],
""Measure"": [""sputtering yield"", ""efficiency for methanol UV photodesorption"", ""upper limit""],
""Concept"": [""astrophysical observations"", ""cold regions"", ""ISM"", ""exothermic reactions"", ""gas-phase enrichment""]
}"
2017ApJ...839...26D__Conroy_et_al._2006_Instance_1	"Here is the output in JSON format:

{
""Task"": [""establishing the connection between global observations and SFHs of individual galaxies""],
""Material"": [""galaxies"", ""dark matter halos""],
""Technique"": [""subhalo abundance matching"", ""halo occupation distributions"", ""semi-analytic models""],
""Process"": [""integrating the main sequence SFR over time""],
""Concept"": [""star formation histories"", ""stellar mass"", ""main sequence"", ""star formation"", ""quenching"", ""galaxy masses"", ""growth histories""],
""Measure"": [""scatter between halo and galaxy masses""]
}"
2019ApJ...872...52C__Linsky_2017_Instance_1	"{
""Task"": [""measuring and modeling solar radiation"", ""modeling of exoplanet atmospheres"", ""characterization of stellar variability"", ""characterization of UV spectra of stars"", ""detectability of exoplanets"", ""estimation of physical properties of exoplanet atmospheres"", ""understanding of dynamo processes in stellar objects""],
""Material"": [""Earth’s atmosphere"", ""exoplanets"", ""stars"", ""Hubble Space Telescope"", ""TESS"", ""James Webb Space Telescope""],
""Technique"": [""semi-empirical models"", ""proxies"", ""radial velocity measurements"", ""spectroscopic techniques""],
""Process"": [""modeling of solar irradiance"", ""estimation of stellar UV radiation"", ""characterization of stellar irradiance variability"", ""synthesis of spectra""],
""Measure"": [""solar irradiance"", ""UV radiation"", ""stellar irradiance variability"", ""photometric variations"", ""spectral line profiles""],
""Concept"": [""solar radiation"", ""stellar variability"", ""habitability"", ""stellar activity"", ""magnetic activity"", ""dynamo processes"", ""quiet and active regions"", ""faculae"", ""sunspots"", ""atmospheric chemistry"", ""physical properties of Earth’s atmosphere"", ""climate""]
}"
2018ApJ...853...84Z__Zhu_et_al._2006_Instance_1	"{
""Task"": [""galaxy assembly bias"", ""detecting assembly bias""],
""Material"": [""simulated galaxies"", ""observations""],
""Concept"": [""galaxy properties"", ""halo formation history"", ""baryonic physics"", ""large-scale environment"", ""clustering signature"", ""halo assembly bias"", ""galaxy distribution"", ""halo properties""],
""Technique"": []
}"
2020AandA...641A.126B__Lyutikov_et_al._2005_Instance_1	"{
""Task"": [""understanding of magnetic-field morphology"", ""evolution of the accretion flow of the AGN""],
""Material"": [""active galactic nuclei"", ""jets"", ""compact cores"", ""radio emission"", ""Event Horizon Telescope"", ""millimeter-wavelength array"", ""black-hole shadow"", ""Sagittarius A*"", ""Milky Way"", ""galaxy M 87""],
""Technique"": [""models"", ""self-absorbed synchrotron emission"", ""magnetized accretion flow""],
""Process"": [""emission"", ""gyrating"", ""polarization"", ""propagation effects"", ""rotation measure""],
""Measure"": [""polarization degree"", ""Schwarzschild radii""],
""Concept"": [""accretion flow"", ""magnetic field lines"", ""relativistic electrons"", ""optically thin limit"", ""event horizon"", ""innermost stable circular orbit"", ""poloidal magnetic field"", ""hot spot"", ""synchrotron radiation""]
}"
